iter	MultiClass
194	0.2324167958
195	0.2320440077
196	0.2314716338
197	0.2310400636
198	0.2308051231
199	0.2304058831
200	0.2300109492
201	0.2295761836
202	0.2291057899
203	0.2287697919
204	0.2281916423
205	0.2278066877
206	0.227302238
207	0.2266418617
208	0.2263549229
209	0.2257836427
210	0.2252258789
211	0.2247214633
212	0.2240956728
213	0.223657746
214	0.2230101173
215	0.2226362527
216	0.2222421732
217	0.2217206185
218	0.2212030111
219	0.2208727205
220	0.2203973542
221	0.2199335222
222	0.2196245743
223	0.2194196912
224	0.2190596678
225	0.2185121737
226	0.2180657884
227	0.2176882328
228	0.2172402242
229	0.2169930317
230	0.2166469348
231	0.2161739095
232	0.215699859
233	0.2152898537
234	0.2148477232
235	0.214507795
236	0.2141580926
237	0.2138032468
238	0.2134147208
239	0.213128363
240	0.2129898833
241	0.2126985358
242	0.2121324331
243	0.2116222589
244	0.2112701813
245	0.2108960092
246	0.2105800381
247	0.2100485896
248	0.2095546488
249	0.2091337244
250	0.2087695656
251	0.2083487608
252	0.2077868447
253	0.2074108953
254	0.2070122363
255	0.2066963849
256	0.2063754584
257	0.2060618797
258	0.2057522482
259	0.2054841402
260	0.204891859
261	0.2046271856
262	0.2042526888
263	0.2037510927
264	0.2035287117
265	0.2032809894
266	0.2029107816
267	0.2026056956
268	0.2022648617
269	0.2021156508
270	0.2018390843
271	0.201320708
272	0.2009118817
273	0.2004938109
274	0.200166972
275	0.1998841172
276	0.199701397
277	0.1993676205
278	0.1992212803
279	0.198841828
280	0.1985578796
281	0.198277605
282	0.1978506998
283	0.1975974411
284	0.1973163976
285	0.1968127339
286	0.1964672009
287	0.1959266446
288	0.1956247368
289	0.1953468033
290	0.1949154723
291	0.1944777334
292	0.1940772631
293	0.193707773
294	0.1934602045
295	0.1930828369
296	0.1926977798
297	0.1924163262
298	0.1922099565
299	0.1919443262
300	0.1917912876
301	0.1913050022
302	0.1911931111
303	0.1907809527
304	0.1902643022
305	0.1897168936
306	0.1895356943
307	0.1892545995
308	0.1888997195
309	0.1886522023
310	0.1883380768
311	0.1879935349
312	0.1877135167
313	0.1875091975
314	0.1871970029
315	0.186855366
316	0.1863972584
317	0.1860677196
318	0.1856451034
319	0.1851940531
320	0.1848145325
321	0.184323565
322	0.1839763574
323	0.1834971635
324	0.1832899735
325	0.1830191827
326	0.1826869099
327	0.1823890862
328	0.1820074808
329	0.18173223
330	0.1813795544
331	0.1812159042
332	0.1809122364
333	0.1806947255
334	0.1804124687
335	0.17992943
336	0.1797217787
337	0.1796219687
338	0.1794616336
339	0.1792933698
340	0.1789915816
341	0.1786279868
342	0.1783019169
343	0.1778798134
344	0.1775930796
345	0.1773793963
346	0.1771524871
347	0.176808304
348	0.1763670109
349	0.1760298338
350	0.1758210206
351	0.1755503494
352	0.1753502851
353	0.1751338678
354	0.1746257441
355	0.1743143526
356	0.1740122227
357	0.1738310747
358	0.1735572764
359	0.1732628531
360	0.1730483154
361	0.1728664155
362	0.1723728678
363	0.1719194593
364	0.1716913539
365	0.1713028792
366	0.1709748442
367	0.1706559341
368	0.1704992728
369	0.1703729767
370	0.1699623391
371	0.1696663779
372	0.1695596132
373	0.1694212872
374	0.1692858491
375	0.1689888797
376	0.1685752518
377	0.1682290182
378	0.1680177955
379	0.1679172337
380	0.1676794736
381	0.1674206443
382	0.1672431018
383	0.1668509019
384	0.1667443935
385	0.1662638667
386	0.1661476182
387	0.1657989581
388	0.1654293484
389	0.1652421854
390	0.1650042033
391	0.1647082592
392	0.1644538214
393	0.1643520976
394	0.1640258226
395	0.1638126007
396	0.1635874856
397	0.1634612237
398	0.1631559325
399	0.1629986732
400	0.1627810085
401	0.1624073319
402	0.1622111978
403	0.1619971044
404	0.1618122995
405	0.1615922425
406	0.1612658991
407	0.1608661465
408	0.1607028552
409	0.1605148891
410	0.1602638518
411	0.1600064237
412	0.1597779423
413	0.1593546597
414	0.1590653115
415	0.1588612145
416	0.158693788
417	0.1585538216
418	0.1582870464
419	0.1580145981
420	0.1576426131
421	0.1574058271
422	0.1571926564
423	0.1567493127
424	0.156556938
425	0.1564194835
426	0.156249152
427	0.1559849229
428	0.1557553309
429	0.1555263882
430	0.1552885256
431	0.1550929383
432	0.1547033871
433	0.1544168755
434	0.1541948533
435	0.1539565465
436	0.153736592
437	0.1534923214
438	0.1532637888
439	0.1531274109
440	0.1528923336
441	0.1527472238
442	0.1525477747
443	0.1523696682
444	0.1521286102
445	0.151889842
446	0.1517248761
447	0.1514873041
448	0.1513314118
449	0.1511047759
450	0.1509903387
451	0.1507793382
452	0.1506209341
453	0.1504179307
454	0.1501792992
455	0.1499928026
456	0.1496563091
457	0.1494992549
458	0.1492851615
459	0.1490382253
460	0.1488224573
461	0.1484942001
462	0.1483021329
463	0.1479501578
464	0.1476825112
465	0.1473427539
466	0.1472044279
467	0.1469981436
468	0.1468527262
469	0.14673711
470	0.1465656165
471	0.1463461405
472	0.1461565168
473	0.1460066395
474	0.1458029526
475	0.1455000708
476	0.1452815175
477	0.1451217805
478	0.1448612766
479	0.1447252062
480	0.1444955629
481	0.1442669961
482	0.1441133765
483	0.1439783485
484	0.1436476307
485	0.1434961983
486	0.1433861015
487	0.1432573447
488	0.1430539141
489	0.1427886255
490	0.142520996
491	0.1423620877
492	0.14209521
493	0.1419554829
494	0.1417330421
495	0.141444215
496	0.1412955937
497	0.1411593011
498	0.140926864
499	0.1407497401
500	0.1405973167
501	0.1403840435
502	0.1402222901
503	0.1401202501
504	0.1399362826
505	0.1396264119
506	0.1394168809
507	0.1392359807
508	0.1390832326
509	0.1389375246
510	0.1388255225
511	0.1385494088
512	0.1384223437
513	0.1381207606
514	0.137842024
515	0.1375443455
516	0.1374004831
517	0.1372402761
518	0.1370937736
519	0.1369304396
520	0.1368078601
521	0.1366933631
522	0.1365631026
523	0.13633011
524	0.1361636917
525	0.136042445
526	0.1358620659
527	0.1357584624
528	0.1355490681
529	0.1353284216
530	0.1350290343
531	0.1348256293
532	0.1347252725
533	0.1345472344
534	0.1343519633
535	0.1342009325
536	0.1339569952
537	0.1337661498
538	0.1335598228
539	0.1334221547
540	0.1332757206
541	0.1331293206
542	0.1329407992
543	0.1327225107
544	0.1324888944
545	0.1323210151
546	0.1320686364
547	0.1319447497
548	0.1317441215
549	0.1315251922
550	0.1313768869
551	0.1311757718
552	0.1310201444
553	0.1308125785
554	0.1305960074
555	0.130357017
556	0.1301736646
557	0.1299044801
558	0.1298257137
559	0.1295951477
560	0.1294535067
561	0.1292643786
562	0.1289597795
563	0.1288586879
564	0.1287079134
565	0.1284888817
566	0.1283479071
567	0.128237289
568	0.1281379917
569	0.127974726
570	0.1278177914
571	0.1276023224
572	0.1274828529
573	0.1273831369
574	0.1271614052
575	0.1268969967
576	0.1267329194
577	0.126519407
578	0.1262904044
579	0.1261381946
580	0.126033019
581	0.1258875845
582	0.1256168962
583	0.1255765433
584	0.1254895065
585	0.1252587952
586	0.1250479826
587	0.1248676462
588	0.1247376677
589	0.1245383723
590	0.1244491739
591	0.1241670624
592	0.1239944411
593	0.1238660261
594	0.1237743841
595	0.1235432883
596	0.1233977598
597	0.1233253416
598	0.123111026
599	0.122957509
600	0.1227835293
601	0.1226331393
602	0.1224492572
603	0.1222809592
604	0.1221879587
605	0.1219197054
606	0.1217841049
607	0.1216537333
608	0.1215434827
609	0.1213499203
610	0.121227973
611	0.1211369632
612	0.1209249973
613	0.1207433622
614	0.1206138279
615	0.120569186
616	0.1203203701
617	0.1201576598
618	0.1199045635
619	0.1196955793
620	0.1194660385
621	0.1193344195
622	0.1191833546
623	0.1190626034
624	0.1189210991
625	0.1188252279
626	0.1186869105
627	0.1185195181
628	0.1183896421
629	0.1182598856
630	0.1181307273
631	0.1180101385
632	0.117797284
633	0.1177299921
634	0.1175847712
635	0.1174500764
636	0.117279463
637	0.1171111564
638	0.1170406349
639	0.1168528311
640	0.1167630773
641	0.1165220791
642	0.1163618295
643	0.1162986814
644	0.116191891
645	0.1160254556
646	0.1159323355
647	0.1158313037
648	0.1156258653
649	0.1154658121
650	0.1153680185
651	0.1152736766
652	0.1151458938
653	0.1150798067
654	0.114884527
655	0.1147097526
656	0.114637155
657	0.114462244
658	0.1142874526
659	0.1141587983
660	0.114008246
661	0.1138732864
662	0.1136986231
663	0.1135943703
664	0.1133823104
665	0.1132015809
666	0.1129995515
667	0.1127272228
668	0.1125694851
669	0.1122950289
670	0.1121971157
671	0.1121310285
672	0.1118707723
673	0.1116482205
674	0.1115650967
675	0.1114560593
676	0.1113323605
677	0.1112002887
678	0.1110482839
679	0.1108303885
680	0.1106237966
681	0.1104511668
682	0.1102499491
683	0.1100398628
684	0.109946119
685	0.1097364343
686	0.1095825327
687	0.1093630054
688	0.1091570715
689	0.1090717776
690	0.1089829977
691	0.1088649123
692	0.1088159728
693	0.1086821922
694	0.1085311358
695	0.1084244223
696	0.1083419052
697	0.1082321928
698	0.1080767704
699	0.1079255773
700	0.1077486329
701	0.1076008146
702	0.1075248848
703	0.1073257177
704	0.1072328197
705	0.1070131727
706	0.1069074931
707	0.1068206954
708	0.1066507655
709	0.1065114485
710	0.1063929102
711	0.106249381
712	0.1060847483
713	0.1059853484
714	0.1058397943
715	0.1057635997
716	0.105667942
717	0.1055781882
718	0.1054342318
719	0.1052825004
720	0.1050733454
721	0.1049837283
722	0.1048888139
723	0.1047326397
724	0.1046209793
725	0.1045346602
726	0.1043012746
727	0.1042103588
728	0.1041086606
729	0.1040332691
730	0.1039359539
731	0.1037820353
732	0.1035014019
733	0.1033202197
734	0.1032264417
735	0.1031487946
736	0.1029927998
737	0.1028230579
738	0.1027655573
739	0.1026236942
740	0.1024458526
741	0.1023048011
742	0.1022482062
743	0.1021501477
744	0.1020933734
745	0.1019899493
746	0.1018643282
747	0.1017755655
748	0.1016235009
749	0.1015277236
750	0.1014187374
751	0.1012598719
752	0.1011280564
753	0.1010443858
754	0.1009351604
755	0.1008289254
756	0.1007174871
757	0.1006031525
758	0.1004956957
759	0.1003768242
760	0.1003056192
761	0.1001980086
762	0.1000496008
763	0.09997936132
764	0.09984232548
765	0.09967567644
766	0.09955642049
767	0.09940601343
768	0.09921861976
769	0.09915174654
770	0.09907116889
771	0.09897659631
772	0.09880429119
773	0.09866795595
774	0.0985299632
775	0.09847376988
776	0.0983727979
777	0.09827960089
778	0.09811655737
779	0.09802752125
780	0.09788033524
781	0.09775855883
782	0.09767168431
783	0.0975506256
784	0.09745769344
785	0.09741365811
786	0.09733692522
787	0.09722731534
788	0.09701379439
789	0.09693337907
790	0.09681089352
791	0.09669901096
792	0.09656899822
793	0.09638499649
794	0.09627135389
795	0.09614677508
796	0.09599612879
797	0.09588352854
798	0.09577901939
799	0.09561304531
800	0.09550424711
801	0.09536025653
802	0.09528001209
803	0.09515944037
804	0.09508404033
805	0.09496569858
806	0.09488612056
807	0.09467862307
808	0.09458493905
809	0.09441620529
810	0.09425342664
811	0.09408600864
812	0.09401604253
813	0.09392304203
814	0.0938778789
815	0.09374936989
816	0.0936519949
817	0.09353723304
818	0.09339842862
819	0.09334445671
820	0.09325360073
821	0.09314708375
822	0.09299906044
823	0.09282951501
824	0.09273176409
825	0.09259413018
826	0.09254052566
827	0.09236705003
828	0.09223874608
829	0.09218161292
830	0.09203057361
831	0.09190240636
832	0.09183382436
833	0.0916975233
834	0.09159207431
835	0.09144339312
836	0.09134506975
837	0.09128285297
838	0.09114682532
839	0.09100795254
840	0.09097205956
841	0.09087744425
842	0.09076654425
843	0.09067404783
844	0.09052791273
845	0.09046360269
846	0.0903057197
847	0.0901588071
848	0.09008851632
849	0.08993608435
850	0.08981633285
851	0.08977186177
852	0.08968875512
853	0.08958669807
854	0.08950863233
855	0.08932384455
856	0.08925691153
857	0.08919876165
858	0.08915087301
859	0.08909532048
860	0.08905397648
861	0.08891750455
862	0.08887077788
863	0.08876225308
864	0.08858781199
865	0.0884794837
866	0.08841807859
867	0.08833401502
868	0.08817849016
869	0.08807877414
870	0.08795827077
871	0.08782248235
872	0.0876825074
873	0.08761733443
874	0.08756532762
875	0.08748903047
876	0.08746678212
877	0.08735591629
878	0.08723722423
879	0.08712298356
880	0.08704001361
881	0.08691539208
882	0.08681112215
883	0.08668483456
884	0.0866031462
885	0.08648349722
886	0.08643334445
887	0.08630735589
888	0.08623109292
889	0.08612234598
890	0.08601254814
891	0.08591322514
892	0.08584614687
893	0.08575424853
894	0.08569416773
895	0.08557228879
896	0.08550775661
897	0.08539581425
898	0.08529478246
899	0.08517577429
900	0.08513108107
901	0.08505240017
902	0.08490779442
903	0.08483508571
904	0.08472022133
905	0.08468346541
906	0.08456109948
907	0.0844031994
908	0.08427715104
909	0.08414525009
910	0.08405997329
911	0.08396570828
912	0.08386237819
913	0.08363459744
914	0.08359375753
915	0.08351977578
916	0.0834600111
917	0.08339046364
918	0.08330256385
919	0.08313513731
920	0.08301115657
921	0.08287615419
922	0.08281782489
923	0.08278574249
924	0.08272272258
925	0.08257866365
926	0.08244989832
927	0.08237655736
928	0.08230010642
929	0.08219511026
930	0.08213197928
931	0.08203829526
932	0.0819511217
933	0.08185830916
934	0.08180016783
935	0.08170198117
936	0.08163702179
937	0.08156760249
938	0.08148397466
939	0.08137743205
940	0.08129030976
941	0.08120691261
942	0.08114158585
943	0.08104388619
944	0.08084606895
945	0.08082546103
946	0.08073415222
947	0.08069012543
948	0.08063705064
949	0.08052293812
950	0.0804047587
951	0.08027761672
952	0.08017580744
953	0.08011516273
954	0.08001245634
955	0.0798690382
956	0.0798230634
957	0.07971084763
958	0.07962387913
959	0.07956624189
960	0.07945109556
961	0.07935266113
962	0.07928094351
963	0.07913070733
964	0.07896549366
965	0.0788818402
966	0.07875976475
967	0.07867025017
968	0.07859753291
969	0.07853435921
970	0.07840084347
971	0.07834803354
972	0.07829685549
973	0.07820091588
974	0.07809339072
975	0.07797716786
976	0.07788849058
977	0.07780666551
978	0.07770732542
979	0.07763468506
980	0.07751938494
981	0.07746422544
982	0.07734294458
983	0.07726321277
984	0.07713509678
985	0.07708150081
986	0.07700284553
987	0.07683664077
988	0.07677743999
989	0.07669089014
990	0.0765881923
991	0.07649111635
992	0.07646188762
993	0.07638811092
994	0.07634256331
995	0.07628422547
996	0.07622453768
997	0.07611274057
998	0.07602723308
999	0.07593874376
